proyecto_id,empleado_id,metadata_extraccion
122,68,0
122,66,0
122,74,0
122,13,0
122,41,0
122,48,0
122,80,0
123,69,0
123,75,0
123,60,0
123,63,0
123,47,0
123,88,0
124,16,0
124,40,0
124,18,0
125,92,0
125,65,0
125,3,0
125,64,0
125,96,0
125,38,0
126,15,0
126,21,0
126,1,0
127,100,0
127,61,0
127,96,0
127,28,0
127,53,0
127,2,0
128,39,0
128,42,0
128,24,0
129,23,0
129,32,0
129,17,0
129,98,0
129,80,0
129,14,0
129,37,0
129,18,0
129,82,0
129,5,0
129,34,0
129,97,0
130,76,0
130,28,0
130,92,0
130,74,0
130,42,0
130,29,0
130,66,0
131,2,0
131,62,0
131,10,0
131,89,0
132,53,0
132,56,0
132,2,0
132,78,0
132,4,0
132,32,0
132,92,0
132,43,0
133,35,0
133,77,0
133,7,0
133,84,0
133,27,0
134,30,0
134,13,0
134,32,0
135,49,0
135,95,0
135,5,0
135,46,0
136,19,0
136,94,0
136,98,0
136,7,0
136,87,0
137,12,0
137,10,0
137,47,0
137,87,0
137,98,0
137,92,0
137,53,0
137,63,0
137,88,0
137,23,0
137,31,0
137,65,0
137,55,0
137,46,0
137,69,0
138,30,0
138,4,0
138,13,0
138,91,0
139,10,0
139,65,0
139,8,0
139,25,0
139,5,0
139,86,0
139,28,0
139,68,0
140,75,0
140,98,0
140,36,0
140,21,0
140,51,0
140,28,0
141,37,0
141,1,0
141,94,0
142,97,0
142,64,0
142,46,0
142,48,0
142,10,0
142,43,0
143,85,0
143,52,0
143,80,0
143,67,0
143,29,0
143,21,0
143,24,0
143,78,0
144,10,0
144,90,0
144,71,0
144,9,0
144,21,0
144,65,0
144,81,0
144,1,0
145,9,0
145,73,0
145,11,0
145,60,0
145,61,0
145,90,0
145,4,0
146,89,0
146,68,0
146,24,0
147,60,0
147,83,0
147,15,0
147,59,0
147,76,0
147,44,0
147,52,0
148,43,0
148,82,0
148,72,0
148,57,0
148,51,0
148,56,0
148,16,0
149,92,0
149,58,0
149,63,0
149,95,0
149,37,0
149,94,0
149,34,0
149,40,0
149,14,0
149,45,0
149,49,0
150,37,0
150,28,0
150,62,0
151,43,0
151,77,0
151,68,0
152,69,0
152,10,0
152,28,0
152,19,0
152,15,0
152,65,0
152,2,0
152,13,0
152,24,0
152,79,0
153,46,0
153,65,0
153,35,0
153,86,0
153,36,0
153,41,0
153,58,0
154,42,0
154,22,0
154,50,0
154,34,0
154,5,0
154,58,0
154,14,0
154,90,0
154,93,0
154,39,0
154,81,0
154,74,0
154,11,0
154,26,0
154,6,0
155,93,0
155,48,0
155,19,0
156,8,0
156,94,0
156,34,0
157,33,0
157,42,0
157,36,0
158,9,0
158,82,0
158,23,0
158,74,0
159,68,0
159,23,0
159,55,0
160,20,0
160,97,0
160,76,0
160,33,0
161,74,0
161,75,0
161,17,0
162,29,0
162,25,0
162,58,0
162,5,0
162,84,0
163,5,0
163,77,0
163,45,0
164,28,0
164,88,0
164,78,0
164,11,0
165,24,0
165,19,0
165,20,0
166,56,0
166,13,0
166,45,0
166,71,0
166,33,0
166,100,0
166,20,0
166,90,0
166,11,0
167,70,0
167,97,0
167,61,0
167,89,0
167,38,0
168,21,0
168,31,0
168,16,0
169,65,0
169,28,0
169,12,0
169,90,0
169,97,0
169,22,0
169,80,0
169,62,0
169,45,0
169,63,0
170,38,0
170,4,0
170,80,0
170,57,0
171,94,0
171,69,0
171,12,0
171,35,0
172,48,0
172,40,0
172,30,0
172,52,0
172,19,0
172,82,0
172,100,0
172,57,0
173,35,0
173,67,0
173,94,0
173,14,0
174,25,0
174,15,0
174,62,0
174,93,0
175,99,0
175,41,0
175,18,0
175,76,0
176,38,0
176,21,0
176,66,0
177,97,0
177,50,0
177,71,0
177,41,0
177,16,0
177,76,0
177,20,0
178,63,0
178,89,0
178,86,0
178,99,0
178,46,0
178,88,0
179,52,0
179,77,0
179,20,0
180,92,0
180,37,0
180,21,0
180,85,0
180,79,0
181,83,0
181,7,0
181,29,0
181,80,0
181,16,0
181,51,0
182,18,0
182,66,0
182,11,0
182,14,0
182,13,0
182,63,0
183,3,0
183,38,0
183,92,0
184,70,0
184,84,0
184,85,0
184,61,0
184,30,0
184,39,0
184,66,0
184,7,0
184,48,0
185,93,0
185,88,0
185,60,0
185,94,0
185,1,0
185,17,0
186,31,0
186,73,0
186,62,0
186,99,0
186,8,0
186,81,0
186,11,0
187,30,0
187,16,0
187,55,0
188,41,0
188,66,0
188,9,0
188,7,0
188,58,0
189,75,0
189,51,0
189,85,0
189,64,0
190,96,0
190,33,0
190,9,0
191,50,0
191,7,0
191,52,0
192,44,0
192,71,0
192,88,0
192,96,0
193,70,0
193,84,0
193,37,0
194,40,0
194,35,0
194,86,0
195,44,0
195,8,0
195,35,0
196,96,0
196,65,0
196,66,0
197,46,0
197,29,0
197,65,0
197,55,0
197,72,0
197,96,0
198,14,0
198,23,0
198,54,0
199,23,0
199,64,0
199,54,0
199,57,0
199,31,0
199,14,0
199,44,0
199,48,0
199,41,0
199,35,0
199,12,0
199,89,0
199,60,0
200,28,0
200,24,0
200,12,0
200,11,0
201,69,0
201,14,0
201,71,0
202,48,0
202,4,0
202,51,0
203,42,0
203,68,0
203,87,0
203,44,0
203,54,0
203,96,0
203,89,0
204,63,0
204,9,0
204,1,0
204,37,0
204,48,0
204,84,0
205,65,0
205,96,0
205,71,0
205,24,0
205,56,0
205,90,0
206,23,0
206,39,0
206,24,0
206,27,0
207,24,0
207,68,0
207,67,0
207,82,0
208,3,0
208,43,0
208,18,0
208,45,0
208,11,0
208,27,0
209,61,0
209,23,0
209,42,0
209,69,0
209,52,0
209,16,0
209,65,0
210,9,0
210,81,0
210,33,0
211,71,0
211,35,0
211,94,0
212,34,0
212,20,0
212,53,0
212,15,0
212,45,0
212,81,0
212,40,0
212,60,0
212,22,0
212,9,0
212,99,0
213,17,0
213,61,0
213,48,0
214,25,0
214,31,0
214,91,0
214,24,0
214,5,0
215,13,0
215,15,0
215,83,0
215,87,0
216,29,0
216,56,0
216,71,0
216,79,0
216,45,0
217,79,0
217,89,0
217,86,0
218,100,0
218,37,0
218,70,0
219,92,0
219,25,0
219,30,0
219,82,0
219,46,0
220,41,0
220,67,0
220,81,0
220,33,0
220,88,0
221,56,0
221,31,0
221,72,0
222,86,0
222,84,0
222,67,0
222,40,0
222,51,0
222,8,0
222,58,0
222,37,0
223,10,0
223,51,0
223,96,0
224,67,0
224,16,0
224,41,0
224,42,0
225,14,0
225,25,0
225,78,0
225,55,0
225,97,0
225,90,0
225,7,0
226,40,0
226,61,0
226,83,0
226,42,0
226,98,0
227,82,0
227,1,0
227,38,0
227,24,0
227,35,0
227,18,0
227,42,0
228,34,0
228,51,0
228,48,0
229,76,0
229,75,0
229,27,0
229,26,0
229,32,0
230,44,0
230,62,0
230,12,0
231,56,0
231,71,0
231,92,0
232,65,0
232,35,0
232,76,0
232,79,0
232,3,0
232,67,0
232,95,0
233,95,0
233,58,0
233,60,0
233,19,0
233,61,0
233,79,0
234,20,0
234,66,0
234,4,0
234,80,0
234,18,0
234,64,0
235,96,0
235,10,0
235,39,0
236,4,0
236,88,0
236,37,0
237,33,0
237,7,0
237,68,0
237,64,0
237,77,0
237,70,0
237,13,0
237,61,0
237,31,0
237,56,0
237,15,0
238,68,0
238,44,0
238,58,0
239,20,0
239,35,0
239,47,0
239,21,0
240,50,0
240,38,0
240,22,0
240,84,0
240,5,0
240,89,0
240,12,0
240,15,0
241,7,0
241,68,0
241,22,0
241,100,0
242,84,0
242,78,0
242,42,0
242,33,0
242,81,0
242,72,0
242,41,0
242,18,0
243,11,0
243,84,0
243,18,0
243,15,0
244,89,0
244,47,0
244,74,0
244,40,0
244,55,0
244,32,0
244,25,0
244,72,0
245,96,0
245,61,0
245,73,0
245,86,0
245,69,0
246,57,0
246,54,0
246,76,0
246,6,0
246,13,0
246,60,0
247,49,0
247,80,0
247,83,0
247,7,0
248,43,0
248,30,0
248,26,0
248,60,0
248,8,0
248,88,0
249,82,0
249,31,0
249,49,0
249,30,0
249,78,0
249,99,0
250,67,0
250,89,0
250,53,0
250,95,0
250,44,0
250,9,0
251,82,0
251,28,0
251,53,0
251,33,0
251,56,0
251,24,0
251,73,0
251,49,0
251,92,0
252,8,0
252,45,0
252,40,0
253,24,0
253,10,0
253,76,0
254,75,0
254,22,0
254,51,0
255,24,0
255,41,0
255,69,0
256,36,0
256,2,0
256,38,0
257,54,0
257,8,0
257,65,0
257,85,0
257,32,0
257,95,0
257,4,0
257,57,0
257,43,0
257,36,0
257,7,0
258,63,0
258,75,0
258,59,0
258,91,0
258,33,0
259,61,0
259,56,0
259,67,0
259,45,0
260,35,0
260,34,0
260,97,0
260,77,0
260,89,0
260,20,0
260,41,0
260,44,0
260,74,0
260,30,0
261,69,0
261,65,0
261,49,0
261,73,0
262,53,0
262,70,0
262,8,0
263,23,0
263,2,0
263,86,0
264,55,0
264,36,0
264,50,0
264,47,0
265,91,0
265,94,0
265,64,0
266,48,0
266,89,0
266,79,0
266,44,0
266,73,0
266,54,0
266,18,0
266,88,0
267,61,0
267,34,0
267,17,0
268,30,0
268,39,0
268,85,0
268,16,0
269,20,0
269,70,0
269,89,0
270,31,0
270,82,0
270,61,0
271,60,0
271,44,0
271,24,0
272,79,0
272,54,0
272,66,0
272,48,0
272,62,0
272,46,0
272,30,0
272,77,0
272,9,0
272,49,0
272,83,0
272,78,0
273,80,0
273,34,0
273,49,0
273,71,0
273,78,0
274,17,0
274,62,0
274,51,0
275,12,0
275,49,0
275,28,0
275,80,0
275,65,0
275,36,0
276,16,0
276,59,0
276,20,0
276,99,0
276,100,0
276,44,0
276,23,0
276,42,0
276,62,0
276,40,0
277,45,0
277,27,0
277,23,0
278,82,0
278,7,0
278,49,0
278,30,0
278,78,0
279,81,0
279,68,0
279,1,0
280,45,0
280,35,0
280,23,0
281,51,0
281,1,0
281,79,0
281,81,0
281,78,0
281,92,0
281,32,0
281,7,0
281,8,0
281,91,0
282,74,0
282,96,0
282,34,0
283,98,0
283,28,0
283,44,0
283,99,0
283,1,0
283,52,0
283,13,0
284,59,0
284,24,0
284,27,0
285,18,0
285,5,0
285,59,0
286,15,0
286,31,0
286,39,0
286,72,0
286,100,0
286,56,0
286,44,0
286,58,0
286,76,0
286,54,0
287,72,0
287,15,0
287,2,0
288,8,0
288,18,0
288,21,0
288,34,0
288,1,0
288,13,0
288,63,0
289,21,0
289,72,0
289,11,0
289,41,0
289,79,0
290,81,0
290,42,0
290,98,0
291,27,0
291,9,0
291,19,0
291,34,0
291,82,0
291,53,0
291,63,0
291,33,0
292,1,0
292,80,0
292,37,0
293,39,0
293,32,0
293,58,0
293,71,0
293,13,0
293,37,0
293,9,0
293,15,0
293,75,0
294,60,0
294,92,0
294,29,0
294,54,0
294,7,0
294,53,0
294,90,0
295,30,0
295,34,0
295,6,0
295,48,0
295,11,0
295,26,0
295,5,0
295,45,0
296,30,0
296,73,0
296,48,0
296,27,0
296,24,0
296,58,0
296,15,0
296,65,0
296,22,0
296,29,0
296,16,0
297,16,0
297,54,0
297,18,0
298,75,0
298,54,0
298,95,0
298,90,0
298,71,0
299,60,0
299,100,0
299,43,0
299,40,0
299,72,0
299,12,0
300,17,0
300,84,0
300,92,0
300,32,0
300,29,0
300,45,0
301,20,0
301,86,0
301,13,0
301,41,0
301,52,0
301,7,0
302,86,0
302,82,0
302,22,0
303,64,0
303,40,0
303,51,0
303,68,0
304,62,0
304,73,0
304,17,0
304,64,0
304,11,0
304,71,0
305,95,0
305,10,0
305,30,0
305,60,0
305,7,0
306,45,0
306,91,0
306,95,0
306,75,0
306,58,0
306,77,0
306,59,0
306,70,0
306,94,0
306,3,0
306,72,0
306,64,0
306,65,0
306,82,0
306,38,0
307,66,0
307,54,0
307,61,0
307,80,0
307,84,0
308,79,0
308,99,0
308,28,0
308,56,0
308,77,0
308,29,0
308,74,0
308,39,0
308,95,0
309,77,0
309,76,0
309,85,0
309,43,0
309,63,0
309,24,0
310,7,0
310,27,0
310,41,0
310,21,0
310,16,0
310,8,0
311,13,0
311,16,0
311,34,0
312,68,0
312,81,0
312,12,0
312,32,0
313,76,0
313,93,0
313,30,0
313,32,0
313,10,0
313,28,0
313,68,0
314,88,0
314,85,0
314,37,0
315,28,0
315,42,0
315,89,0
315,87,0
316,18,0
316,96,0
316,36,0
317,63,0
317,96,0
317,15,0
317,6,0
318,13,0
318,60,0
318,51,0
318,24,0
318,72,0
318,43,0
319,14,0
319,1,0
319,32,0
319,84,0
320,10,0
320,53,0
320,36,0
320,6,0
320,95,0
321,30,0
321,79,0
321,90,0
321,60,0
321,97,0
321,85,0
322,15,0
322,68,0
322,72,0
322,3,0
322,56,0
323,36,0
323,32,0
323,65,0
323,76,0
323,11,0
323,14,0
323,39,0
323,83,0
323,66,0
323,19,0
323,9,0
324,74,0
324,15,0
324,22,0
324,1,0
324,49,0
324,19,0
324,33,0
324,37,0
324,9,0
324,68,0
325,3,0
325,9,0
325,86,0
326,100,0
326,54,0
326,94,0
326,38,0
326,86,0
326,11,0
326,44,0
326,3,0
327,48,0
327,64,0
327,95,0
328,43,0
328,50,0
328,68,0
329,10,0
329,83,0
329,30,0
329,33,0
329,29,0
329,44,0
329,24,0
329,77,0
329,13,0
329,34,0
330,78,0
330,18,0
330,95,0
330,67,0
330,83,0
330,20,0
330,100,0
331,47,0
331,91,0
331,79,0
331,52,0
331,32,0
332,92,0
332,62,0
332,22,0
333,55,0
333,22,0
333,94,0
333,35,0
333,57,0
333,14,0
333,77,0
333,98,0
334,74,0
334,13,0
334,54,0
335,22,0
335,57,0
335,87,0
335,96,0
335,26,0
335,1,0
336,90,0
336,18,0
336,87,0
336,33,0
336,2,0
336,30,0
336,51,0
336,37,0
337,6,0
337,2,0
337,89,0
337,22,0
337,86,0
338,85,0
338,37,0
338,2,0
338,56,0
338,91,0
338,35,0
338,96,0
338,81,0
338,86,0
338,49,0
338,59,0
338,55,0
338,47,0
338,9,0
338,63,0
338,19,0
338,62,0
338,64,0
338,41,0
339,21,0
339,74,0
339,15,0
339,17,0
339,27,0
339,82,0
339,50,0
340,43,0
340,56,0
340,38,0
340,34,0
340,14,0
340,76,0
341,4,0
341,10,0
341,95,0
341,48,0
342,28,0
342,72,0
342,24,0
343,2,0
343,31,0
343,7,0
343,75,0
344,87,0
344,65,0
344,29,0
344,40,0
345,35,0
345,39,0
345,48,0
345,50,0
345,55,0
345,26,0
346,84,0
346,6,0
346,49,0
346,55,0
347,71,0
347,7,0
347,96,0
347,37,0
348,35,0
348,3,0
348,51,0
348,53,0
348,39,0
348,40,0
348,48,0
349,60,0
349,13,0
349,63,0
349,85,0
349,74,0
349,20,0
349,89,0
349,30,0
349,7,0
349,2,0
350,68,0
350,65,0
350,26,0
351,36,0
351,74,0
351,85,0
351,17,0
351,69,0
351,35,0
351,38,0
351,43,0
351,42,0
352,6,0
352,61,0
352,40,0
352,83,0
352,22,0
352,80,0
352,87,0
352,66,0
352,19,0
353,3,0
353,26,0
353,92,0
353,63,0
353,75,0
353,88,0
354,4,0
354,7,0
354,2,0
354,9,0
355,43,0
355,56,0
355,68,0
355,74,0
355,62,0
355,61,0
356,29,0
356,93,0
356,56,0
357,78,0
357,49,0
357,39,0
358,86,0
358,20,0
358,15,0
359,75,0
359,53,0
359,88,0
359,67,0
359,78,0
359,22,0
359,89,0
360,73,0
360,63,0
360,75,0
360,59,0
360,30,0
360,38,0
360,65,0
360,41,0
361,25,0
361,47,0
361,61,0
361,17,0
361,86,0
361,26,0
361,93,0
362,17,0
362,100,0
362,87,0
362,52,0
362,5,0
362,47,0
362,89,0
363,76,0
363,37,0
363,71,0
363,9,0
363,41,0
363,59,0
363,68,0
364,4,0
364,5,0
364,10,0
364,96,0
364,48,0
364,40,0
364,59,0
364,47,0
365,34,0
365,48,0
365,63,0
366,87,0
366,73,0
366,90,0
366,70,0
366,35,0
367,5,0
367,91,0
367,8,0
368,1,0
368,88,0
368,29,0
368,22,0
368,67,0
369,83,0
369,98,0
369,7,0
370,67,0
370,100,0
370,74,0
370,50,0
370,92,0
370,9,0
371,93,0
371,98,0
371,31,0
371,20,0
371,85,0
372,18,0
372,48,0
372,86,0
373,91,0
373,14,0
373,48,0
374,47,0
374,58,0
374,30,0
374,21,0
374,23,0
374,19,0
374,24,0
375,18,0
375,52,0
375,5,0
376,46,0
376,37,0
376,19,0
377,94,0
377,91,0
377,68,0
378,27,0
378,22,0
378,8,0
378,79,0
378,74,0
379,11,0
379,18,0
379,35,0
379,20,0
379,27,0
380,25,0
380,84,0
380,80,0
380,83,0
380,97,0
380,5,0
380,93,0
380,54,0
380,11,0
381,35,0
381,99,0
381,43,0
382,91,0
382,62,0
382,19,0
383,45,0
383,62,0
383,26,0
384,91,0
384,92,0
384,27,0
385,76,0
385,38,0
385,72,0
385,62,0
385,90,0
385,57,0
385,11,0
385,35,0
385,51,0
385,61,0
385,30,0
385,27,0
386,93,0
386,7,0
386,80,0
387,32,0
387,96,0
387,57,0
388,67,0
388,28,0
388,21,0
388,63,0
388,34,0
388,2,0
388,25,0
388,15,0
389,37,0
389,82,0
389,95,0
389,62,0
389,35,0
389,31,0
390,69,0
390,68,0
390,15,0
390,98,0
391,81,0
391,58,0
391,84,0
392,87,0
392,98,0
392,48,0
392,11,0
393,8,0
393,19,0
393,13,0
394,34,0
394,44,0
394,78,0
394,72,0
394,18,0
394,12,0
395,15,0
395,47,0
395,11,0
396,98,0
396,32,0
396,66,0
396,53,0
396,12,0
396,71,0
396,84,0
396,79,0
396,4,0
396,45,0
396,39,0
396,2,0
396,81,0
397,8,0
397,25,0
397,19,0
397,46,0
397,29,0
397,48,0
397,42,0
398,78,0
398,93,0
398,47,0
399,58,0
399,24,0
399,2,0
399,99,0
400,91,0
400,97,0
400,90,0
400,42,0
400,53,0
400,3,0
400,1,0
400,82,0
400,54,0
401,38,0
401,18,0
401,1,0
401,78,0
401,23,0
401,19,0
402,73,0
402,63,0
402,32,0
402,80,0
402,54,0
403,7,0
403,58,0
403,12,0
403,6,0
404,3,0
404,13,0
404,96,0
404,97,0
404,11,0
404,91,0
404,30,0
404,81,0
404,1,0
404,29,0
405,28,0
405,86,0
405,21,0
405,32,0
406,40,0
406,29,0
406,26,0
407,93,0
407,34,0
407,41,0
408,56,0
408,90,0
408,43,0
409,18,0
409,50,0
409,61,0
409,91,0
410,13,0
410,23,0
410,11,0
410,51,0
411,66,0
411,22,0
411,33,0
412,49,0
412,24,0
412,22,0
412,30,0
412,80,0
413,19,0
413,36,0
413,89,0
413,69,0
413,34,0
413,28,0
413,74,0
414,95,0
414,90,0
414,93,0
415,76,0
415,49,0
415,90,0
415,7,0
415,59,0
415,75,0
415,25,0
415,11,0
415,1,0
415,45,0
416,46,0
416,81,0
416,4,0
416,95,0
416,59,0
416,9,0
416,8,0
417,68,0
417,10,0
417,53,0
417,97,0
417,48,0
417,26,0
417,89,0
417,44,0
417,74,0
418,69,0
418,47,0
418,94,0
418,85,0
418,9,0
419,83,0
419,26,0
419,81,0
419,20,0
419,8,0
419,92,0
419,79,0
419,22,0
419,72,0
419,30,0
419,84,0
419,48,0
419,31,0
420,84,0
420,36,0
420,82,0
421,2,0
421,91,0
421,11,0
422,22,0
422,92,0
422,94,0
423,2,0
423,7,0
423,94,0
424,34,0
424,68,0
424,53,0
424,16,0
