id,proyecto_id,monto_presupuestado,monto_real_acumulado,ingreso_proyecto,metadata_extraccion
570,570,65008,13001,16871,0
571,571,102873,101014,111888,0
572,572,84298,74851,86023,0
573,573,60044,60209,81237,0
574,574,70203,27141,31112,0
575,575,65997,26865,23548,0
576,576,31617,6323,7152,0
577,577,53527,29225,33882,0
578,578,152074,37796,41745,0
579,579,193827,121515,139951,0
580,580,94445,89506,123095,0
581,581,62627,25417,28835,0
582,582,62227,58499,69757,0
583,583,145797,113960,165202,0
584,584,112029,83487,92158,0
585,585,110335,94283,116839,0
586,586,129840,110279,110321,0
587,587,225369,225405,270474,0
588,588,55373,16914,21832,0
589,589,166530,86595,104012,0
590,590,97002,64036,86099,0
591,591,147815,121564,124037,0
592,592,237577,130168,154088,0
593,593,54282,53059,72971,0
594,594,140893,97685,85408,0
595,595,30284,30080,39170,0
596,596,124052,24810,22836,0
597,597,67160,47748,47237,0
598,598,157466,61796,52156,0
599,599,147679,80396,90581,0
600,600,121971,117448,129200,0
601,601,33556,27122,36935,0
602,602,219133,152537,147348,0
603,603,49657,24514,28083,0
604,604,88205,81324,115477,0
605,605,34204,12389,17700,0
606,606,37290,23044,26461,0
607,607,64125,12825,15115,0
608,608,63152,48663,65000,0
609,609,86296,59476,60451,0
610,610,125832,25166,22317,0
611,611,124369,63227,66518,0
612,612,102149,77995,99973,0
613,613,128974,113683,156883,0
614,614,34243,17933,16147,0
615,615,134779,78634,101490,0
616,616,124510,39264,45356,0
617,617,249589,136613,173681,0
618,618,51673,19542,20741,0
619,619,57419,13781,12402,0
620,620,56261,11252,12886,0
621,621,66864,58119,78253,0
622,622,115402,87385,100184,0
623,623,139803,47458,45385,0
624,624,65669,44558,64499,0
625,625,91503,82454,97961,0
626,626,119521,96421,113274,0
627,627,43291,31099,41132,0
628,628,140581,118563,97218,0
629,629,39736,39687,51443,0
630,630,59118,17798,14845,0
631,631,42898,23559,21452,0
632,632,239067,83380,86500,0
633,633,54207,10841,9975,0
634,634,41032,34332,43002,0
635,635,87070,45823,37224,0
636,636,227612,216787,178182,0
637,637,65154,55426,48979,0
638,638,24290,22062,19974,0
639,639,154094,110248,149785,0
640,640,49931,14661,12370,0
641,641,159675,94937,119192,0
642,642,91471,30929,25004,0
643,643,72204,65193,87837,0
644,644,31955,26755,25281,0
645,645,214734,53637,53138,0
646,646,39409,41171,47534,0
647,647,64386,31912,46425,0
648,648,245508,95343,83013,0
649,649,50826,11060,11818,0
650,650,208174,148092,185531,0
651,651,32058,6411,5836,0
652,652,248712,173970,213309,0
653,653,39048,29034,32978,0
654,654,87360,54537,67208,0
655,655,58299,52897,66124,0
656,656,136431,129233,123138,0
657,657,41266,13842,13241,0
658,658,139073,86622,101043,0
659,659,97020,19404,23039,0
660,660,59755,30525,34578,0
661,661,60044,23151,26941,0
662,662,62938,47233,47354,0
663,663,163759,164428,223879,0
664,664,171366,39909,42112,0
665,665,162621,131629,189439,0
666,666,81739,22389,19916,0
667,667,167832,87783,80398,0
668,668,84488,24041,28746,0
669,669,135003,97563,119966,0
670,670,242698,131231,142396,0
671,671,60202,47082,49828,0
672,672,130448,109751,114517,0
673,673,48829,37266,43461,0
674,674,141250,118676,116434,0
675,675,78161,35675,34430,0
676,676,127436,45415,39993,0
677,677,66762,45565,49517,0
678,678,78499,28490,23588,0
679,679,44881,15442,19136,0
680,680,217755,130955,175821,0
681,681,77411,64752,91808,0
682,682,67460,66535,91434,0
683,683,45261,22064,25437,0
684,684,26311,15578,18241,0
685,685,32701,28791,32743,0
686,686,47569,41543,51851,0
687,687,99969,19993,19498,0
688,688,36680,29239,30366,0
689,689,51781,41087,38165,0
690,690,59063,47697,38329,0
691,691,67940,63078,73291,0
692,692,248024,167012,164143,0
693,693,123080,123621,159840,0
694,694,95135,63217,75044,0
695,695,82413,79510,90650,0
696,696,113645,98076,114189,0
697,697,53532,45736,38604,0
698,698,49897,42429,58967,0
699,699,31486,10809,12107,0
700,700,59289,11857,12512,0
701,701,40075,19560,25189,0
702,702,126818,93638,84288,0
703,703,72588,56157,80411,0
704,704,150993,114176,117302,0
705,705,46681,37541,48896,0
706,706,234555,119012,152139,0
707,707,56907,40153,51935,0
708,708,113172,88651,76074,0
709,709,91383,30631,30821,0
710,710,36269,14966,14122,0
711,711,224926,192007,235314,0
712,712,152341,85036,78014,0
713,713,153154,41787,50874,0
714,714,26991,5398,4641,0
715,715,113214,70918,88539,0
716,716,53497,20122,24390,0
717,717,150933,112377,145115,0
718,718,131553,120945,166819,0
719,719,63076,36262,30836,0
720,720,37226,31780,37972,0
721,721,211134,168907,152905,0
722,722,147156,47391,51452,0
723,723,101814,88954,95863,0
724,724,146802,68845,79847,0
725,725,117765,110278,117665,0
726,726,124427,90336,101093,0
727,727,79982,65016,87898,0
728,728,246143,228824,289673,0
729,729,192036,122261,176905,0
730,730,41305,29441,33462,0
731,731,130434,26086,24605,0
732,732,146108,140989,172634,0
733,733,45544,31556,38711,0
734,734,43800,38359,53670,0
735,735,66389,13277,15452,0
736,736,143754,109506,109344,0
737,737,28527,5705,4639,0
738,738,60507,42288,49143,0
739,739,146677,97892,92222,0
740,740,84723,16944,13797,0
741,741,224821,44964,46474,0
742,742,28854,18802,27973,0
743,743,54305,44621,60502,0
744,744,61738,34158,34872,0
745,745,51383,38873,31100,0
746,746,42180,20607,28336,0
747,747,106418,21283,25517,0
748,748,89432,58211,73619,0
749,749,97826,66797,62220,0
750,750,111267,101283,122944,0
751,751,147816,88478,76826,0
752,752,131625,30764,39894,0
753,753,37185,7437,9565,0
754,754,102150,81709,74878,0
755,755,52541,42770,52377,0
756,756,148378,124297,184041,0
757,757,73803,70003,62729,0
758,758,131971,101756,130990,0
759,759,48784,23547,27777,0
760,760,64659,48462,71941,0
761,761,41601,22515,23429,0
762,762,97091,88967,132499,0
763,763,172377,72082,96148,0
764,764,70269,48524,50350,0
765,765,81339,73640,95729,0
766,766,67242,26043,22838,0
767,767,45757,36011,53752,0
768,768,150584,135560,150273,0
769,769,154688,140488,151658,0
770,770,121253,34692,33784,0
771,771,71016,68583,77330,0
772,772,100188,67187,79815,0
773,773,97720,26620,31624,0
774,774,37443,29305,38378,0
775,775,124416,112493,96207,0
776,776,82245,71063,79058,0
777,777,79807,68161,85572,0
778,778,34465,28505,38264,0
779,779,133744,79999,89941,0
780,780,84840,63879,67999,0
781,781,87953,74058,78482,0
782,782,90625,45979,48880,0
783,783,56578,49954,63245,0
784,784,63597,38863,39389,0
785,785,172302,122946,151838,0
786,786,92553,21746,26582,0
787,787,123812,67424,72333,0
788,788,46023,10088,8071,0
789,789,39781,20290,16298,0
790,790,112340,105118,154275,0
791,791,50170,32697,31972,0
792,792,161078,89112,107156,0
793,793,60118,40931,47553,0
794,794,142123,75182,81806,0
795,795,57767,56117,70293,0
796,796,131598,95690,118166,0
797,797,39974,30317,39707,0
798,798,97880,19576,17160,0
799,799,116155,86962,73486,0
800,800,134652,33295,32232,0
801,801,37206,23954,27164,0
802,802,91932,50090,52290,0
803,803,68212,47691,62460,0
804,804,64749,48394,54969,0
805,805,190315,181463,199053,0
806,806,215922,160117,177984,0
807,807,49498,38919,34170,0
808,808,85734,17146,14982,0
809,809,44996,8999,9224,0
810,810,153425,96247,103293,0
811,811,137053,114483,131373,0
812,812,84378,41621,47105,0
813,813,152611,119335,142556,0
814,814,102184,45374,51120,0
815,815,176675,111733,137845,0
816,816,143020,78542,66745,0
817,817,74434,63032,56693,0
818,818,54695,17172,16355,0
819,819,139694,49152,47970,0
820,820,116255,101329,136826,0
821,821,34942,20902,20293,0
822,822,99618,77662,78335,0
823,823,126320,74653,76488,0
824,824,93034,40455,49811,0
825,825,29512,24133,32881,0
826,826,131034,134670,120134,0
827,827,147807,88511,84233,0
828,828,134483,42911,38292,0
829,829,60131,35462,42283,0
830,830,76106,69443,89625,0
831,831,114414,97917,101532,0
832,832,43935,43014,54314,0
833,833,86419,40271,59232,0
834,834,36173,25639,25992,0
835,835,45506,21514,21451,0
836,836,66144,23464,28003,0
837,837,82526,69607,104294,0
838,838,75145,50075,55849,0
839,839,119837,35631,42288,0
840,840,130364,70119,88316,0
841,841,49602,37598,42717,0
842,842,49549,18832,15300,0
843,843,124954,24990,28635,0
844,844,157807,86783,117471,0
845,845,99634,80181,86208,0
846,846,79345,39490,34793,0
847,847,121138,107088,149073,0
848,848,40926,39766,53645,0
849,849,50753,49468,54612,0
850,850,164705,163450,209460,0
851,851,38226,27314,36816,0
852,852,54434,55346,75343,0
853,853,44558,29479,36331,0
854,854,87274,80071,88522,0
855,855,57943,26082,25562,0
856,856,83820,86835,85920,0
857,857,111710,87208,100622,0
858,858,155009,90848,104285,0
859,859,89182,62144,83993,0
860,860,40741,37396,45019,0
861,861,247491,155779,163287,0
862,862,80503,37934,43786,0
863,863,77214,38319,32914,0
864,864,41875,14958,14581,0
865,865,113826,69529,83557,0
866,866,64946,69161,85297,0
867,867,41660,41055,58853,0
868,868,70366,40208,44775,0
869,869,47128,13721,17341,0
870,870,64446,38408,36785,0
871,871,46739,48224,57857,0
872,872,108171,48656,47175,0
873,873,45530,38990,45811,0
874,874,108291,87001,105149,0
875,875,177651,35530,33794,0
876,876,58160,52326,42513,0
877,877,51684,49006,68264,0
878,878,134791,106781,126223,0
879,879,22885,18067,24838,0
880,880,181914,36382,29514,0
881,881,115121,100858,122104,0
882,882,42933,31933,36588,0
883,883,42958,30871,40741,0
884,884,118675,61271,58556,0
885,885,134098,39112,31856,0
886,886,30643,25576,32496,0
887,887,40476,33855,32709,0
888,888,28637,27719,31521,0
889,889,139715,113448,154036,0
890,890,107646,72169,90675,0
891,891,167796,38562,31433,0
892,892,80428,51259,45384,0
893,893,233155,56770,48337,0
894,894,29648,8324,9957,0
895,895,81270,41866,46489,0
896,896,129316,125737,113681,0
897,897,42426,31265,41201,0
898,898,63808,58443,78221,0
899,899,59123,54777,73363,0
900,900,136529,65413,73562,0
901,901,29779,17327,22199,0
902,902,64663,21413,26524,0
903,903,42561,26303,39352,0
904,904,24090,22135,27617,0
905,905,81442,32410,30501,0
906,906,123395,46439,64304,0
907,907,29114,17506,20574,0
908,908,66455,66159,76328,0
909,909,62194,37634,32689,0
910,910,131690,120585,141315,0
911,911,74352,58076,58795,0
912,912,52881,26061,31473,0
913,913,226685,86796,100027,0
914,914,67853,27221,37905,0
915,915,237194,93953,116967,0
916,916,121919,99361,109944,0
917,917,222911,44582,45786,0
918,918,39308,19378,18304,0
919,919,24025,10366,14011,0
920,920,73324,67824,91543,0
921,921,112836,67046,80510,0
922,922,145773,77988,114178,0
923,923,141851,133668,159663,0
924,924,64029,50422,63883,0
925,925,136594,82248,83900,0
926,926,130459,26091,21581,0
927,927,51132,16892,17535,0
